-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3939,3940,3938,3939,3939,-1,-1,-1,3938,3938,3939,3940,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3938,3939,3940,3938,3939,3940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3938,3939,3940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3938,3938,3938,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59812,59813,59814,59815,59816,59817,-1,-1,59820,59820,59820,59820,59820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3938,3939,3940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3938,3938,3938,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60257,60258,60259,60260,60261,60262,-1,-1,-1,60265,60265,60265,60265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3938,3938,3938,-1,-1,-1,-1,-1,-1,-1,-1,3228,3228,-1,-1,-1,-1,-1,-1,-1,-1,-1,60257,60258,60259,60260,60261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3586,3586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3228,3228,3228,3228,3228,3228,3228,3228,-1,-1,-1,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,-1,-1,-1,3586,3586,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,-1,-1,-1,-1,3228,3228,3228,3228,3228,3228,3228,3228,3228,-1,-1,3228,3228,3228,3228
3592,3592,3592,3592,3592,3592,3592,3592,-1,-1,-1,3592,3592,3592,3592,3592,3592,3592,3592,3592,3592,3592,3592,-1,-1,-1,3593,3593,3593,3592,3592,3592,3592,3592,3592,3592,3592,3592,3592,3592,3592,-1,-1,-1,-1,3592,3592,3592,3592,3592,3592,3592,3592,3592,-1,-1,3592,3592,3592,3592
